Date : 2024-03-31 23:00:37
Directory : d:\Coding\Learn
Total : 679 files,  19721 codes, 3941 comments, 1194 blanks, all 24856 lines

Languages
+-----------------+------------+------------+------------+------------+------------+
| language        | files      | code       | comment    | blank      | total      |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week2\NC76609C.cpp                                     | C++             |         24 |          0 |          0 |         24 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week2\NC76609D.cpp                                     | C++             |         42 |          0 |          0 |         42 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week2\P1083.cpp                                        | C++             |         48 |          0 |          1 |         49 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week2\P1102.cpp                                        | C++             |         27 |          0 |          0 |         27 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week2\P1135.cpp                                        | C++             |         40 |          1 |          0 |         41 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week2\P1443.cpp                                        | C++             |         37 |          0 |          0 |         37 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week2\P1719.cpp                                        | C++             |         33 |          6 |          0 |         39 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week2\P2256.cpp                                        | C++             |         40 |          0 |          0 |         40 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week2\P7072.cpp                                        | C++             |         27 |          0 |          0 |         27 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week2\P8599.cpp                                        | C++             |         30 |          0 |          0 |         30 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week2\P8637.cpp                                        | C++             |          0 |          0 |          1 |          1 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week2\P8646.cpp                                        | C++             |          0 |          0 |          1 |          1 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week2\P8654.cpp                                        | C++             |         33 |          0 |          0 |         33 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week2\P8683.cpp                                        | C++             |         25 |          0 |          2 |         27 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week2\P8716.cpp                                        | C++             |         57 |          0 |          0 |         57 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week2\P8723.cpp                                        | C++             |         27 |          0 |          1 |         28 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week2\P8749.cpp                                        | C++             |         33 |          0 |          0 |         33 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week2\P8786.cpp                                        | C++             |         30 |          0 |          0 |         30 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week2\acwing3498.cpp                                   | C++             |         33 |          0 |          3 |         36 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week3\ABC344C.cpp                                      | C++             |         45 |          0 |          2 |         47 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week3\ABC345C.cpp                                      | C++             |         26 |          0 |          0 |         26 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week3\B3647.cpp                                        | C++             |         32 |          0 |          0 |         32 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week3\CF1182A.cpp                                      | C++             |         23 |          0 |          0 |         23 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week3\CF1359B.cpp                                      | C++             |         40 |          0 |          0 |         40 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week3\CF1472B.cpp                                      | C++             |         38 |         54 |          0 |         92 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week3\CF1926B.cpp                                      | C++             |         37 |         37 |          0 |         74 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week3\CF1946A.cpp                                      | C++             |         28 |          0 |          0 |         28 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week3\CF1946B.cpp                                      | C++             |         33 |          1 |          0 |         34 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week3\CF996A.cpp                                       | C++             |         23 |          0 |          0 |         23 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week3\N-CF1926G.cpp                                    | C++             |         40 |          0 |          1 |         41 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week3\NC16588.cpp                                      | C++             |         33 |          0 |          0 |         33 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week3\NC17868.cpp                                      | C++             |         16 |          0 |          0 |         16 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week3\NC201604.cpp                                     | C++             |         16 |          0 |          0 |         16 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week3\NC202511.cpp                                     | C++             |         55 |          0 |          0 |         55 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week3\NC205582.cpp                                     | C++             |         32 |          0 |          0 |         32 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week3\NC214359.cpp                                     | C++             |         23 |          1 |          0 |         24 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week3\NC219038.cpp                                     | C++             |         23 |          0 |          0 |         23 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week3\NC221681.cpp                                     | C++             |         36 |          1 |          0 |         37 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week3\NC243335.cpp                                     | C++             |         26 |          0 |          0 |         26 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week3\NC247577.cpp                                     | C++             |         27 |         60 |          0 |         87 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week3\NC248195.cpp                                     | C++             |         39 |          0 |          0 |         39 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week3\NC265351.cpp                                     | C++             |         18 |          0 |          0 |         18 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week3\P1352.cpp                                        | C++             |         34 |          0 |          0 |         34 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week3\P1496.cpp                                        | C++             |         35 |          0 |          0 |         35 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week3\P1576.cpp                                        | C++             |         48 |          0 |          0 |         48 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week3\P2367.cpp                                        | C++             |         28 |          0 |          0 |         28 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week3\P2880.cpp                                        | C++             |         11 |          0 |          1 |         12 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week3\P2910.cpp                                        | C++             |         32 |          0 |          0 |         32 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week3\P3371-spfa.cpp                                   | C++             |         46 |          0 |          1 |         47 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week3\P3371.cpp                                        | C++             |         45 |          0 |          1 |         46 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week3\P3383.cpp                                        | C++             |         28 |         11 |          4 |         43 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week3\P3865.cpp                                        | C++             |         34 |          0 |          0 |         34 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week3\P4779.cpp                                        | C++             |         54 |          0 |          0 |         54 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week4\BinaryIndexTree.cpp                              | C++             |         33 |          0 |          0 |         33 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week4\CF1352C.cpp                                      | C++             |         28 |          0 |          0 |         28 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week4\CF1850A.cpp                                      | C++             |         19 |          0 |          0 |         19 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week4\CF1850B.cpp                                      | C++             |         26 |          0 |          0 |         26 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week4\CF1850C.cpp                                      | C++             |         20 |          0 |          0 |         20 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week4\CF1850D.cpp                                      | C++             |         31 |          0 |          0 |         31 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week4\CF1850E.cpp                                      | C++             |         25 |         13 |          0 |         38 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week4\CF1873C.cpp                                      | C++             |         29 |          0 |          0 |         29 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week4\CF1873D.cpp                                      | C++             |         26 |          0 |          0 |         26 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week4\CF1873E.cpp                                      | C++             |         35 |         31 |          0 |         66 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week4\CF1896B.cpp                                      | C++             |         32 |         18 |          0 |         50 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week4\CF1909B.cpp                                      | C++             |         34 |         14 |          0 |         48 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week4\CF1915B.cpp                                      | C++             |         26 |          0 |          0 |         26 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week4\CF1915C.cpp                                      | C++             |         25 |          0 |          0 |         25 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week4\CF1915D.cpp                                      | C++             |         33 |          0 |          0 |         33 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week4\CF1926C.cpp                                      | C++             |         24 |          0 |          0 |         24 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week4\CF1942A.cpp                                      | C++             |         26 |          0 |          0 |         26 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week4\CF1950A.cpp                                      | C++             |         20 |          0 |          0 |         20 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week4\CF1950B.cpp                                      | C++             |         25 |         46 |          1 |         72 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week4\CF1950C.cpp                                      | C++             |         24 |          2 |          0 |         26 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week4\CF1950D.cpp                                      | C++             |         40 |          0 |          0 |         40 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week4\CF1950E.cpp                                      | C++             |         10 |          0 |          1 |         11 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week4\CF466A.cpp                                       | C++             |         17 |          8 |          0 |         25 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week4\CF492B.cpp                                       | C++             |         24 |          0 |          0 |         24 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week4\CF939A.cpp                                       | C++             |         28 |          0 |          0 |         28 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week4\NP5440.cpp                                       | C++             |         35 |          0 |          1 |         36 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week4\P3371.cpp                                        | C++             |         45 |          3 |          1 |         49 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week4\P8662_bfs.cpp                                    | C++             |         46 |          0 |          0 |         46 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week4\P8662_dfs.cpp                                    | C++             |         38 |          0 |          0 |         38 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week4\hdu1556.cpp                                      | C++             |         39 |         41 |          0 |         80 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week4\ncuA.cpp                                         | C++             |         23 |          0 |          0 |         23 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week4\ncuxA.cpp                                        | C++             |         28 |          0 |          1 |         29 |
| d:\Coding\Learn\C&CPP\luogu\dp\BagQ1.cpp                                                       | C++             |         29 |          0 |          0 |         29 |
| d:\Coding\Learn\C&CPP\luogu\dp\Bag_01.cpp                                                      | C++             |         43 |          6 |          2 |         51 |
| d:\Coding\Learn\C&CPP\luogu\dp\PaperMoney.cpp                                                  | C++             |         58 |          0 |          0 |         58 |
| d:\Coding\Learn\C&CPP\luogu\dp\SplitInteger.cpp                                                | C++             |         26 |          1 |          0 |         27 |
| d:\Coding\Learn\C&CPP\luogu\dp\Subsequence.cpp                                                 | C++             |         40 |          2 |          1 |         43 |
| d:\Coding\Learn\C&CPP\luogu\dp\Subsequence1w.cpp                                               | C++             |         28 |         34 |          2 |         64 |
| d:\Coding\Learn\C&CPP\luogu\dp\fib.cpp                                                         | C++             |         31 |          0 |          0 |         31 |
| d:\Coding\Learn\C&CPP\luogu\dp\lcs.cpp                                                         | C++             |         24 |          7 |          0 |         31 |
| d:\Coding\Learn\C&CPP\luogu\dp\leetcode376.cpp                                                 | C++             |         32 |          0 |          4 |         36 |
| d:\Coding\Learn\C&CPP\luogu\dp\maxStr.cpp                                                      | C++             |         18 |          0 |          0 |         18 |
| d:\Coding\Learn\C&CPP\luogu\dp\maxSubSum.cpp                                                   | C++             |         15 |          3 |          0 |         18 |
| d:\Coding\Learn\C&CPP\luogu\dp\maxlength.cpp                                                   | C++             |         34 |          1 |          0 |         35 |
| d:\Coding\Learn\C&CPP\luogu\dp\robot.cpp                                                       | C++             |         38 |         51 |          0 |         89 |
| d:\Coding\Learn\C&CPP\luogu\dp\shotestRoute.cpp                                                | C++             |         32 |         12 |          1 |         45 |
| d:\Coding\Learn\C&CPP\luogu\dp\thief.cpp                                                       | C++             |         25 |         13 |          0 |         38 |
| d:\Coding\Learn\C&CPP\note.md                                                                  | Markdown        |        176 |          0 |          1 |        177 |
| d:\Coding\Learn\C&CPP\others\BubbleSort.cpp                                                    | C++             |         18 |          0 |          0 |         18 |
| d:\Coding\Learn\C&CPP\others\BuildYourOwnLisp\doge_code.c                                      | C               |         17 |          0 |          2 |         19 |
| d:\Coding\Learn\C&CPP\others\BuildYourOwnLisp\doge_grammar.c                                   | C               |         19 |          0 |          2 |         21 |
| d:\Coding\Learn\C&CPP\others\BuildYourOwnLisp\interactive.c                                    | C               |         12 |          0 |          3 |         15 |
| d:\Coding\Learn\C&CPP\others\BuildYourOwnLisp\parsing.c                                        | C               |         47 |          6 |         15 |         68 |
| d:\Coding\Learn\C&CPP\others\CourseWork\DataStructures\DelMaxElemsOfNode.c                     | C               |         36 |          0 |          7 |         43 |
| d:\Coding\Learn\C&CPP\others\CourseWork\DataStructures\TableBenchmarkDivision.c                | C               |         34 |         22 |         12 |         68 |
| d:\Coding\Learn\C&CPP\others\CourseWork\GraphHostipal.cpp                                      | C++             |         89 |          8 |         19 |        116 |
| d:\Coding\Learn\C&CPP\others\CourseWork\calCarSpeed.c                                          | C               |         20 |          0 |          0 |         20 |
| d:\Coding\Learn\C&CPP\others\CourseWork\calFractions.c                                         | C               |         10 |          0 |          1 |         11 |
| d:\Coding\Learn\C&CPP\others\CourseWork\chapter3.cpp                                           | C++             |         19 |          0 |          0 |         19 |
| d:\Coding\Learn\C&CPP\others\CourseWork\charPointer.cpp                                        | C++             |         23 |          0 |          3 |         26 |
| d:\Coding\Learn\C&CPP\others\CourseWork\count1.cpp                                             | C++             |         21 |          0 |          0 |         21 |
| d:\Coding\Learn\C&CPP\others\CourseWork\count2.cpp                                             | C++             |         23 |          0 |          1 |         24 |
| d:\Coding\Learn\C&CPP\others\CourseWork\dg.c                                                   | C               |         12 |          0 |          1 |         13 |
| d:\Coding\Learn\C&CPP\others\CourseWork\fenjie.cpp                                             | C++             |         34 |          0 |          4 |         38 |
| d:\Coding\Learn\C&CPP\others\CourseWork\formatInfo.c                                           | C               |         18 |          0 |          0 |         18 |
| d:\Coding\Learn\C&CPP\others\CourseWork\maze.cpp                                               | C++             |         17 |          0 |          2 |         19 |
| d:\Coding\Learn\C&CPP\others\CourseWork\outDateTime.cpp                                        | C++             |         19 |          0 |          0 |         19 |
| d:\Coding\Learn\C&CPP\others\CourseWork\processDate.c                                          | C               |          8 |          0 |          1 |          9 |
| d:\Coding\Learn\C&CPP\others\CourseWork\strcmp.c                                               | C               |         28 |          0 |          1 |         29 |
| d:\Coding\Learn\C&CPP\others\CourseWork\tree.cpp                                               | C++             |         44 |          0 |          6 |         50 |
| d:\Coding\Learn\C&CPP\others\DataStructures\Graph\Dijkstra.cpp                                 | C++             |         43 |         23 |          0 |         66 |
| d:\Coding\Learn\C&CPP\others\DataStructures\Tree\BinTree.cpp                                   | C++             |         61 |          0 |          7 |         68 |
| d:\Coding\Learn\C&CPP\others\DataStructures\Tree\DFS\subset.cpp                                | C++             |         19 |          0 |          0 |         19 |
| d:\Coding\Learn\C&CPP\others\DataStructures\Tree\tree.cpp                                      | C++             |         11 |          0 |          0 |         11 |
| d:\Coding\Learn\C&CPP\others\DataStructures\vector\vector1.cpp                                 | C++             |         10 |          0 |          1 |         11 |
| d:\Coding\Learn\C&CPP\others\InsertionSort.cpp                                                 | C++             |         20 |          0 |          6 |         26 |
| d:\Coding\Learn\C&CPP\others\PTA\1107-1.cpp                                                    | C++             |         27 |          0 |          1 |         28 |
| d:\Coding\Learn\C&CPP\others\PTA\1107-2.cpp                                                    | C++             |         30 |          0 |          5 |         35 |
| d:\Coding\Learn\C&CPP\others\PTA\6-3.c                                                         | C               |         27 |          0 |          4 |         31 |
| d:\Coding\Learn\C&CPP\others\PTA\6-9.c                                                         | C               |         33 |          6 |          4 |         43 |
| d:\Coding\Learn\C&CPP\others\PTA\7-1.cpp                                                       | C++             |         50 |         14 |          1 |         65 |
| d:\Coding\Learn\C&CPP\others\PTA\7-2.cpp                                                       | C++             |         24 |          8 |          0 |         32 |
| d:\Coding\Learn\C&CPP\others\Project\OpenBox\Makefile                                          | Makefile        |         12 |         23 |          1 |         36 |
| d:\Coding\Learn\C&CPP\others\Project\OpenBox\OPenBox.cpp                                       | C++             |          2 |          0 |          1 |          3 |
| d:\Coding\Learn\C&CPP\others\Project\OpenBox\OPenBox.h                                         | C++             |          0 |          0 |          1 |          1 |
| d:\Coding\Learn\C&CPP\others\Project\OpenBox\main.cpp                                          | C++             |         23 |          0 |          1 |         24 |
| d:\Coding\Learn\C&CPP\others\Project\Whale Market\.idea\Whale Market.iml                       | XML             |          9 |          0 |          0 |          9 |
| d:\Coding\Learn\C&CPP\others\Project\Whale Market\.idea\misc.xml                               | XML             |          5 |          0 |          0 |          5 |
| d:\Coding\Learn\C&CPP\others\Project\Whale Market\.idea\modules.xml                            | XML             |          8 |          0 |          0 |          8 |
| d:\Coding\Learn\C&CPP\others\Project\Whale Market\.idea\vcs.xml                                | XML             |          6 |          0 |          0 |          6 |
| d:\Coding\Learn\C&CPP\others\Project\Whale Market\.idea\workspace.xml                          | XML             |         93 |          0 |          0 |         93 |
| d:\Coding\Learn\C&CPP\others\Project\Whale Market\Makefile                                     | Makefile        |         12 |         68 |         18 |         98 |
| d:\Coding\Learn\C&CPP\others\Project\Whale Market\include\User.h                               | C++             |         10 |          0 |          3 |         13 |
| d:\Coding\Learn\C&CPP\others\Project\Whale Market\include\tools\color.h                        | C++             |         25 |          2 |          4 |         31 |
| d:\Coding\Learn\C&CPP\others\Project\Whale Market\include\tools\hint.h                         | C++             |         11 |          0 |          2 |         13 |
| d:\Coding\Learn\C&CPP\others\Project\Whale Market\main.cpp                                     | C++             |         36 |          4 |          4 |         44 |
| d:\Coding\Learn\C&CPP\others\Project\Whale Market\src\User.cpp                                 | C++             |         16 |          0 |          2 |         18 |
| d:\Coding\Learn\C&CPP\others\Project\Whale Market\src\tools\color.cpp                          | C++             |         23 |          1 |          3 |         27 |
| d:\Coding\Learn\C&CPP\others\Project\Whale Market\src\tools\hint.cpp                           | C++             |         22 |          0 |          2 |         24 |
| d:\Coding\Learn\C&CPP\others\Project\md5-master\README.md                                      | Markdown        |          7 |          0 |          1 |          8 |
| d:\Coding\Learn\C&CPP\others\Project\md5-master\include\md5.c                                  | C               |        175 |          0 |         16 |        191 |
| d:\Coding\Learn\C&CPP\others\Project\md5-master\include\md5.h                                  | C++             |         12 |          0 |          5 |         17 |
| d:\Coding\Learn\C&CPP\others\Project\md5-master\main.c                                         | C               |         53 |          0 |         15 |         68 |
| d:\Coding\Learn\C&CPP\others\Project\md5-master\md5.c                                          | C               |        175 |          0 |         16 |        191 |
| d:\Coding\Learn\C&CPP\others\Project\md5-master\md5.h                                          | C++             |         12 |          0 |          5 |         17 |
| d:\Coding\Learn\C&CPP\others\Project\md5\Makefile                                              | Makefile        |         12 |         23 |          1 |         36 |
| d:\Coding\Learn\C&CPP\others\Project\md5\main.cpp                                              | C++             |         14 |          0 |          1 |         15 |
| d:\Coding\Learn\C&CPP\others\Project\md5\md5.cpp                                               | C++             |         18 |          0 |          3 |         21 |
| d:\Coding\Learn\C&CPP\others\Project\md5\md5.h                                                 | C++             |          8 |          0 |          3 |         11 |
| d:\Coding\Learn\C&CPP\others\QuickSort.cpp                                                     | C++             |         27 |          0 |          4 |         31 |
| d:\Coding\Learn\C&CPP\others\SelectionSort.cpp                                                 | C++             |         18 |          0 |          0 |         18 |
| d:\Coding\Learn\C&CPP\others\TheCProgrammingLanguage\charpter1\MultiplicationTable.c           | C               |         13 |          0 |          2 |         15 |
| d:\Coding\Learn\C&CPP\others\TheCProgrammingLanguage\charpter1\arr.c                           | C               |         23 |          0 |          2 |         25 |
| d:\Coding\Learn\C&CPP\others\TheCProgrammingLanguage\charpter1\const.c                         | C               |          9 |          0 |          2 |         11 |
| d:\Coding\Learn\C&CPP\others\TheCProgrammingLanguage\charpter1\countString.c                   | C               |          8 |          0 |          1 |          9 |
| d:\Coding\Learn\C&CPP\others\TheCProgrammingLanguage\charpter1\countWords.c                    | C               |         21 |          0 |          2 |         23 |
| d:\Coding\Learn\C&CPP\others\TheCProgrammingLanguage\charpter1\hello.c                         | C               |          5 |          0 |          1 |          6 |
| d:\Coding\Learn\C&CPP\others\TheCProgrammingLanguage\charpter1\output.c                        | C               |          7 |          6 |          0 |         13 |
| d:\Coding\Learn\C&CPP\others\TheCProgrammingLanguage\charpter1\printPrecision.c                | C               |          8 |          0 |          1 |          9 |
| d:\Coding\Learn\C&CPP\others\darkhouse\array.c                                                 | C               |         20 |          1 |          3 |         24 |
| d:\Coding\Learn\C&CPP\others\darkhouse\char.c                                                  | C               |          7 |          0 |          1 |          8 |
| d:\Coding\Learn\C&CPP\others\darkhouse\examples\a.c                                            | C               |         33 |          0 |          6 |         39 |
| d:\Coding\Learn\C&CPP\others\darkhouse\examples\b.c                                            | C               |         18 |          0 |          0 |         18 |
| d:\Coding\Learn\C&CPP\others\darkhouse\examples\delStr.c                                       | C               |         23 |          0 |          0 |         23 |
| d:\Coding\Learn\C&CPP\others\darkhouse\examples\nameLists.c                                    | C               |         30 |          0 |          1 |         31 |
| d:\Coding\Learn\C&CPP\others\darkhouse\examples\replaceStr.c                                   | C               |         20 |          5 |          1 |         26 |
| d:\Coding\Learn\C&CPP\others\darkhouse\floatNum.c                                              | C               |         10 |          0 |          1 |         11 |
| d:\Coding\Learn\C&CPP\others\darkhouse\integer.c                                               | C               |         19 |          0 |          2 |         21 |
| d:\Coding\Learn\C&CPP\others\darkhouse\randomNum.c                                             | C               |          4 |          0 |          2 |          6 |
| d:\Coding\Learn\C&CPP\others\darkhouse\typeConvert.c                                           | C               |          7 |          0 |          1 |          8 |
| d:\Coding\Learn\C&CPP\others\darkhouse\variable.c                                              | C               |         10 |          0 |          4 |         14 |
| d:\Coding\Learn\C&CPP\others\dataTable.c                                                       | C               |         20 |          0 |          3 |         23 |
| d:\Coding\Learn\C&CPP\others\functionPointer.c                                                 | C               |         40 |         11 |          5 |         56 |
| d:\Coding\Learn\C&CPP\others\games\ball.c                                                      | C               |         34 |          0 |          2 |         36 |
| d:\Coding\Learn\C&CPP\others\maxmin.c                                                          | C               |         24 |          0 |          2 |         26 |
| d:\Coding\Learn\C&CPP\others\pointerInArray.c                                                  | C               |         31 |          6 |          1 |         38 |
| d:\Coding\Learn\C&CPP\others\square.c                                                          | C               |         16 |          0 |          0 |         16 |
| d:\Coding\Learn\C&CPP\others\structPointer.c                                                   | C               |         15 |          0 |          1 |         16 |
| d:\Coding\Learn\C&CPP\others\testLinkList.c                                                    | C               |         24 |          0 |          8 |         32 |
| d:\Coding\Learn\C&CPP\others\testSeqLIst.c                                                     | C               |         26 |          0 |          0 |         26 |
| d:\Coding\Learn\C&CPP\others\testSqqueue.c                                                     | C               |          6 |          0 |          0 |          6 |
| d:\Coding\Learn\C&CPP\review.cpp                                                               | C++             |         37 |          0 |          0 |         37 |
| d:\Coding\Learn\C&CPP\template.cpp                                                             | C++             |         10 |          0 |          1 |         11 |
| d:\Coding\Learn\C&CPP\test.c                                                                   | C               |         40 |          0 |          1 |         41 |
| d:\Coding\Learn\C&CPP\test.cpp                                                                 | C++             |         46 |          0 |          0 |         46 |
| d:\Coding\Learn\CPEditor\1.cpp                                                                 | C++             |         22 |          0 |          0 |         22 |
| d:\Coding\Learn\CPEditor\10.cpp                                                                | C++             |         38 |          7 |          0 |         45 |
| d:\Coding\Learn\CPEditor\11.cpp                                                                | C++             |         21 |          0 |          0 |         21 |
| d:\Coding\Learn\CPEditor\12.cpp                                                                | C++             |         40 |          0 |          1 |         41 |
| d:\Coding\Learn\CPEditor\13.cpp                                                                | C++             |         36 |          0 |          0 |         36 |
| d:\Coding\Learn\CPEditor\14.cpp                                                                | C++             |         29 |          0 |          0 |         29 |
| d:\Coding\Learn\CPEditor\15.cpp                                                                | C++             |         40 |          0 |          0 |         40 |
| d:\Coding\Learn\CPEditor\16.cpp                                                                | C++             |         41 |          6 |          0 |         47 |
| d:\Coding\Learn\CPEditor\17.cpp                                                                | C++             |        109 |         20 |          0 |        129 |
| d:\Coding\Learn\CPEditor\18.cpp                                                                | C++             |         55 |          0 |          0 |         55 |
| d:\Coding\Learn\CPEditor\19.cpp                                                                | C++             |         43 |          8 |          0 |         51 |
| d:\Coding\Learn\CPEditor\2.cpp                                                                 | C++             |         59 |          0 |          0 |         59 |
| d:\Coding\Learn\CPEditor\20.cpp                                                                | C++             |         22 |          0 |          0 |         22 |
| d:\Coding\Learn\CPEditor\3.cpp                                                                 | C++             |         42 |          0 |          1 |         43 |
| d:\Coding\Learn\CPEditor\4.cpp                                                                 | C++             |         28 |          0 |          7 |         35 |
| d:\Coding\Learn\CPEditor\5.cpp                                                                 | C++             |         29 |         10 |          4 |         43 |
| d:\Coding\Learn\CPEditor\6.cpp                                                                 | C++             |         32 |          0 |          0 |         32 |
| d:\Coding\Learn\CPEditor\7.cpp                                                                 | C++             |         28 |          1 |          4 |         33 |
| d:\Coding\Learn\CPEditor\8.cpp                                                                 | C++             |         34 |          0 |          2 |         36 |
| d:\Coding\Learn\CPEditor\9.cpp                                                                 | C++             |         27 |          0 |          0 |         27 |
| d:\Coding\Learn\CPEditor\contest\a.cpp                                                         | C++             |         35 |          1 |          0 |         36 |
| d:\Coding\Learn\CPEditor\contest\b.cpp                                                         | C++             |         29 |         10 |          1 |         40 |
| d:\Coding\Learn\CPEditor\contest\c.cpp                                                         | C++             |         31 |         10 |          0 |         41 |
| d:\Coding\Learn\CPEditor\contest\d.cpp                                                         | C++             |         32 |         11 |          2 |         45 |
| d:\Coding\Learn\CPEditor\contest\e.cpp                                                         | C++             |         31 |         10 |          1 |         42 |
| d:\Coding\Learn\CPEditor\contest\f.cpp                                                         | C++             |         62 |          6 |          2 |         70 |
| d:\Coding\Learn\CPEditor\contest\g.cpp                                                         | C++             |         21 |          0 |          0 |         21 |
| d:\Coding\Learn\CPEditor\contest\h.cpp                                                         | C++             |         24 |          0 |          0 |         24 |
| d:\Coding\Learn\CPEditor\template\cpp_template.cpp                                             | C++             |         22 |          0 |          1 |         23 |
| d:\Coding\Learn\CPEditor\template\java_template.java                                           | Java            |         11 |          0 |          2 |         13 |
| d:\Coding\Learn\Java\A.java                                                                    | Java            |         20 |          0 |          1 |         21 |
| d:\Coding\Learn\Java\JavaWeb\HTML\BoxModel\index.html                                          | HTML            |         23 |          0 |          2 |         25 |
| d:\Coding\Learn\Java\JavaWeb\HTML\SrunLogin\css\style.css                                      | CSS             |         18 |          0 |          0 |         18 |
| d:\Coding\Learn\Java\JavaWeb\HTML\SrunLogin\index.html                                         | HTML            |         15 |          0 |          1 |         16 |
| d:\Coding\Learn\Java\Main.java                                                                 | Java            |         28 |          0 |          4 |         32 |
